numero,mensagem_chat_sintetica,label_ia
62993179924,"Claro Promoções: Últimas horas para ativar seu Plano 4G de 30GB por R$ 31,90 mensais. Acesse nosso portal oficial e ative: claro.com.br/ofertas",0
62993179924,Oi sumido! Perdeu meu numero novo? Clica ai no link pra ver minhas fotos: itau-seguro.net/ok,1
62993179924,"CLARO: Sua fatura de R$ 89,90 vence HOJE. Evite a suspensão parcial dos serviços solicitando o código de barras no 1052.",0
62993179924,Bem-vindo a central de relacionamento Claro. Informamos que novas promocoes estao disponiveis no seu app Minha Claro.,0
1153301256,Notificação de Segurança: Detectamos a utilização indevida da sua imagem em um perfil de terceiros. Verifique os detalhes do vazamento no anexo: bit.ly/cpf-reg,1
8000400059,"Aviso de Penhora: Titulo vencido de 2008 protocolado. De R$9.000 por R$6.000 para quitacao hoje, senao o Oficial de Justica ira a sua residencia. Acesse: bit.ly/cpf-reg",1
8000400059,"Prezado(a), o ajuizamento da sua dívida foi deferido. Para verificar opções de parcelamento e evitar restrições judiciais, contate nossa assessoria: 0800-040-0059",1
8000400059,"Seu CPF foi selecionado para bloqueio de contas por evasao fiscal. Regularize a multa no valor de R$ 198,00 aqui: t.me/suporte",1
8000400059,URGENTE: AC Assessorias informa que seu acordo foi quebrado por falta de pagamento. Retorne imediatamente em horário comercial para evitar negativação.,0
8000400059,"DEVIDO AO DESINTERESSE DE ACORDO PARA QUITAR A DIVIDA, SEGUIU PARA MEDIDAS JUDICIAIS, PEDIDO DE BLOQUEIO DE CONTAS CORRENTES. Ligue: 08000400059",1
8000400059,"Transferecia via PIX de R$ 3.800,00 agendada com sucesso. Caso nao tenha sido voce, acesse sua conta de seguranca para cancelar: t.me/suporte",1
8000400059,"Bradesco: O seu token de segurança digital encontra-se desatualizado. Para manter o acesso ao seu internet banking, realize a sincronização: t.me/suporte",1
8002227222,"Itaú Personnalité: Compra aprovada no valor de R$ 2.390,90 no Magazine Luiza. Para contestar esta transação, acesse: detran-multa.info",1
8002227222,"ITAU: Transacao de R$ 1.500,00 aprovada no Cartao Virtual final 4821. Nao reconhece? Fale imediatamente com o nosso Suporte de Fraudes: bradesco-fraude.com",1
2121123730,"ATENÇÃO: Nossos canais de atendimento telefônico estão com instabilidade temporária. Por favor, utilize o aplicativo para transações urgentes.",0
8533058050,ÚLTIMO DIA para garantir 30% OFF no seu plano de saúde familiar. Responda EU QUERO agora e fale com nossos consultores oficiais.,0
6132073332,GovBR: O aplicativo MEC Enem – Simuladao ja esta disponivel! Baixe agora pelo portal oficial do MEC e prepare-se com questoes e redacao exclusivas.,0
6132073332,"GovBR INFORMA: Não identificamos o pagamento da taxa do Enem 2025. O prazo se encerra hoje. Para gerar a guia de pagamento via Pix, acesse: gov-br-atualiza.net",1
6132073332,Governo Federal: Voce tem direito ao beneficio CNH Social 2026 e isencao na conta de energia pelo Luz do Povo. Faca sua adesao aqui: t.me/suporte,1
6132073332,GovBR INFORMA: Ola beneficiario do Bolsa Familia. Voce foi aprovado no programa Luz do Povo! Confirme seus dados e gere a chave para liberar seu subsidio: t.me/suporte,1
6132073332,"Ministério da Cidadania: Você é elegível para o programa Luz do Povo. Para concluir o cadastro, é necessário efetuar o pagamento da taxa de emissão: cutt.ly/pix",1
6132073332,Governo Federal: Seu cadastro no CadUnico esta desatualizado! Atualize agora mesmo para nao perder seu beneficio do Luz do Povo e Bolsa Familia: itau-seguro.net/ok,1
6132073332,"Ministério da Saúde: Você tem um novo agendamento via SUS. Acesse o aplicativo oficial Meu SUS Digital para verificar a data, horário e local.",0
6132073332,GovBR: Verificamos sua inscricao no Enem 2025. Acesse o portal oficial do MEC para conferir a Cartilha do Participante com dicas de redacao.,0
6132073332,MEC Informa: Organize sua agenda de estudos com o novo Simuladao do Enem. Mais detalhes e conteudo exclusivo no portal oficial do Governo.,0
6132073332,"INSS: Identificamos valores retidos referentes a contribuições indevidas. Para formalizar o acordo e solicitar a restituição via Pix, acesse: bit.ly/cpf-reg",1
6132073332,"Oi! Aqui e o gerente de RH, voce foi selecionado para uma vaga home office com ganhos de 500 reais diarios. Me chame no WhatsApp: detran-multa.info",1
1433124580,Sua encomenda internacional foi retida na alfandega em Curitiba/PR. Realize o pagamento da taxa de importacao para liberacao imediata do pacote: gg.gg/correio,1
8000120020,Receita Federal: Identificamos pendências no seu IRPF. O bloqueio preventivo do CPF ocorrerá em 24h. Regularize a situação fiscal em: detran-multa.info,1
8000120020,Banco Mercantil informa: Seu CPF sera negativado em 24h devido a emprestimo em atraso. Pague com 80% de desconto gerando o boleto aqui: bradesco-fraude.com,1
8000120020,Doacao Urgente: O Centro de Apoio precisa da sua ajuda financeira para compra de remedios vitais. Faca a sua doacao via Pix para nossa chave aleatoria: detran-multa.info,1
8006996066,Bom dia! Aproveite as taxas exclusivas de emprestimo consignado disponiveis no seu CPF. Responda EU QUERO e simule sem compromisso.,0
21972401109,"Oi mae, meu celular caiu no chao e quebrou a tela, to usando esse numero provisorio. Salva ai e apaga o antigo! Preciso te pedir um favor rapido.",1
11969331900,"Aviso de seguranca da sua operadora: Seu WhatsApp foi clonado em outro dispositivo. Para proteger seus dados e bloquear a clonagem, atualize: bradesco-fraude.com",1
